file_path,species_name
data/birds/raw_audio/comros\XC826646.ogg,comros
data/birds/raw_audio/comros\XC828013.ogg,comros
data/birds/raw_audio/comros\XC828561.ogg,comros
data/birds/raw_audio/comros\XC833883.ogg,comros
data/birds/raw_audio/comros\XC833972.ogg,comros
data/birds/raw_audio/comros\XC834428.ogg,comros
data/birds/raw_audio/comros\XC834432.ogg,comros
data/birds/raw_audio/comros\XC834433.ogg,comros
data/birds/raw_audio/comros\XC837037.ogg,comros
data/birds/raw_audio/comros\XC837038.ogg,comros
data/birds/raw_audio/comros\XC845029.ogg,comros
data/birds/raw_audio/comsan\XC113693.ogg,comsan
data/birds/raw_audio/comsan\XC129378.ogg,comsan
data/birds/raw_audio/comsan\XC134627.ogg,comsan
data/birds/raw_audio/comsan\XC140115.ogg,comsan
data/birds/raw_audio/comsan\XC142081.ogg,comsan
data/birds/raw_audio/comsan\XC142393.ogg,comsan
data/birds/raw_audio/comsan\XC142817.ogg,comsan
data/birds/raw_audio/comsan\XC144768.ogg,comsan
data/birds/raw_audio/comsan\XC146265.ogg,comsan
data/birds/raw_audio/comsan\XC151332.ogg,comsan
data/birds/raw_audio/comsan\XC157223.ogg,comsan
data/birds/raw_audio/comsan\XC162544.ogg,comsan
data/birds/raw_audio/comsan\XC162556.ogg,comsan
data/birds/raw_audio/comsan\XC184130.ogg,comsan
data/birds/raw_audio/comsan\XC185022.ogg,comsan
data/birds/raw_audio/comsan\XC185083.ogg,comsan
data/birds/raw_audio/comsan\XC185459.ogg,comsan
data/birds/raw_audio/comsan\XC187104.ogg,comsan
data/birds/raw_audio/comsan\XC190288.ogg,comsan
data/birds/raw_audio/comsan\XC197017.ogg,comsan
data/birds/raw_audio/comsan\XC199121.ogg,comsan
data/birds/raw_audio/comsan\XC199227.ogg,comsan
data/birds/raw_audio/comsan\XC204537.ogg,comsan
data/birds/raw_audio/comsan\XC210583.ogg,comsan
data/birds/raw_audio/comsan\XC213342.ogg,comsan
data/birds/raw_audio/comsan\XC215035.ogg,comsan
data/birds/raw_audio/comsan\XC237059.ogg,comsan
data/birds/raw_audio/comsan\XC240497.ogg,comsan
data/birds/raw_audio/comsan\XC266356.ogg,comsan
data/birds/raw_audio/comsan\XC266357.ogg,comsan
data/birds/raw_audio/comsan\XC266359.ogg,comsan
data/birds/raw_audio/comsan\XC266360.ogg,comsan
data/birds/raw_audio/comsan\XC268668.ogg,comsan
data/birds/raw_audio/comsan\XC27064.ogg,comsan
data/birds/raw_audio/comsan\XC27065.ogg,comsan
data/birds/raw_audio/comsan\XC277309.ogg,comsan
data/birds/raw_audio/comsan\XC283836.ogg,comsan
data/birds/raw_audio/comsan\XC285135.ogg,comsan
data/birds/raw_audio/comsan\XC296432.ogg,comsan
data/birds/raw_audio/comsan\XC309531.ogg,comsan
data/birds/raw_audio/comsan\XC318810.ogg,comsan
data/birds/raw_audio/comsan\XC319860.ogg,comsan
data/birds/raw_audio/comsan\XC319861.ogg,comsan
data/birds/raw_audio/comsan\XC323384.ogg,comsan
data/birds/raw_audio/comsan\XC325200.ogg,comsan
data/birds/raw_audio/comsan\XC330481.ogg,comsan
data/birds/raw_audio/comsan\XC338206.ogg,comsan
data/birds/raw_audio/comsan\XC338208.ogg,comsan
data/birds/raw_audio/comsan\XC338210.ogg,comsan
data/birds/raw_audio/comsan\XC342915.ogg,comsan
data/birds/raw_audio/comsan\XC342917.ogg,comsan
data/birds/raw_audio/comsan\XC347433.ogg,comsan
data/birds/raw_audio/comsan\XC361764.ogg,comsan
data/birds/raw_audio/comsan\XC367395.ogg,comsan
data/birds/raw_audio/comsan\XC368316.ogg,comsan
data/birds/raw_audio/comsan\XC370350.ogg,comsan
data/birds/raw_audio/comsan\XC371996.ogg,comsan
data/birds/raw_audio/comsan\XC371997.ogg,comsan
data/birds/raw_audio/comsan\XC373910.ogg,comsan
data/birds/raw_audio/comsan\XC37488.ogg,comsan
data/birds/raw_audio/comsan\XC377716.ogg,comsan
data/birds/raw_audio/comsan\XC381328.ogg,comsan
data/birds/raw_audio/comsan\XC384170.ogg,comsan
data/birds/raw_audio/comsan\XC385908.ogg,comsan
data/birds/raw_audio/comsan\XC385909.ogg,comsan
data/birds/raw_audio/comsan\XC385914.ogg,comsan
data/birds/raw_audio/comsan\XC385916.ogg,comsan
data/birds/raw_audio/comsan\XC395281.ogg,comsan
data/birds/raw_audio/comsan\XC397386.ogg,comsan
data/birds/raw_audio/comsan\XC411021.ogg,comsan
data/birds/raw_audio/comsan\XC417694.ogg,comsan
data/birds/raw_audio/comsan\XC422055.ogg,comsan
data/birds/raw_audio/comsan\XC422060.ogg,comsan
data/birds/raw_audio/comsan\XC422061.ogg,comsan
data/birds/raw_audio/comsan\XC422063.ogg,comsan
data/birds/raw_audio/comsan\XC424348.ogg,comsan
data/birds/raw_audio/comsan\XC424757.ogg,comsan
data/birds/raw_audio/comsan\XC424759.ogg,comsan
data/birds/raw_audio/comsan\XC425078.ogg,comsan
data/birds/raw_audio/comsan\XC429318.ogg,comsan
data/birds/raw_audio/comsan\XC429319.ogg,comsan
data/birds/raw_audio/comsan\XC429320.ogg,comsan
data/birds/raw_audio/comsan\XC431111.ogg,comsan
data/birds/raw_audio/comsan\XC431425.ogg,comsan
data/birds/raw_audio/comsan\XC432713.ogg,comsan
data/birds/raw_audio/comsan\XC432940.ogg,comsan
data/birds/raw_audio/comsan\XC434764.ogg,comsan
data/birds/raw_audio/comsan\XC434766.ogg,comsan
data/birds/raw_audio/comsan\XC435516.ogg,comsan
data/birds/raw_audio/comsan\XC435523.ogg,comsan
data/birds/raw_audio/comsan\XC443741.ogg,comsan
data/birds/raw_audio/comsan\XC455720.ogg,comsan
data/birds/raw_audio/comsan\XC455722.ogg,comsan
data/birds/raw_audio/comsan\XC455726.ogg,comsan
data/birds/raw_audio/comsan\XC465566.ogg,comsan
data/birds/raw_audio/comsan\XC467130.ogg,comsan
data/birds/raw_audio/comsan\XC467216.ogg,comsan
data/birds/raw_audio/comsan\XC469617.ogg,comsan
data/birds/raw_audio/comsan\XC469618.ogg,comsan
data/birds/raw_audio/comsan\XC471874.ogg,comsan
data/birds/raw_audio/comsan\XC477776.ogg,comsan
data/birds/raw_audio/comsan\XC484233.ogg,comsan
data/birds/raw_audio/comsan\XC489016.ogg,comsan
data/birds/raw_audio/comsan\XC489268.ogg,comsan
data/birds/raw_audio/comsan\XC492456.ogg,comsan
data/birds/raw_audio/comsan\XC492978.ogg,comsan
data/birds/raw_audio/comsan\XC493565.ogg,comsan
data/birds/raw_audio/comsan\XC494789.ogg,comsan
data/birds/raw_audio/comsan\XC495023.ogg,comsan
data/birds/raw_audio/comsan\XC496097.ogg,comsan
data/birds/raw_audio/comsan\XC496533.ogg,comsan
data/birds/raw_audio/comsan\XC496602.ogg,comsan
data/birds/raw_audio/comsan\XC499613.ogg,comsan
data/birds/raw_audio/comsan\XC500457.ogg,comsan
data/birds/raw_audio/comsan\XC500460.ogg,comsan
data/birds/raw_audio/comsan\XC500677.ogg,comsan
data/birds/raw_audio/comsan\XC501508.ogg,comsan
data/birds/raw_audio/comsan\XC501605.ogg,comsan
data/birds/raw_audio/comsan\XC501606.ogg,comsan
data/birds/raw_audio/comsan\XC501617.ogg,comsan
data/birds/raw_audio/comsan\XC501618.ogg,comsan
data/birds/raw_audio/comsan\XC502388.ogg,comsan
data/birds/raw_audio/comsan\XC503479.ogg,comsan
data/birds/raw_audio/comsan\XC503480.ogg,comsan
data/birds/raw_audio/comsan\XC513692.ogg,comsan
data/birds/raw_audio/comsan\XC513698.ogg,comsan
data/birds/raw_audio/comsan\XC514732.ogg,comsan
data/birds/raw_audio/comsan\XC518442.ogg,comsan
data/birds/raw_audio/comsan\XC520584.ogg,comsan
data/birds/raw_audio/comsan\XC526483.ogg,comsan
data/birds/raw_audio/comsan\XC526758.ogg,comsan
data/birds/raw_audio/comsan\XC526794.ogg,comsan
data/birds/raw_audio/comsan\XC526860.ogg,comsan
data/birds/raw_audio/comsan\XC527850.ogg,comsan
data/birds/raw_audio/comsan\XC528121.ogg,comsan
data/birds/raw_audio/comsan\XC528637.ogg,comsan
data/birds/raw_audio/comsan\XC528638.ogg,comsan
data/birds/raw_audio/comsan\XC546199.ogg,comsan
data/birds/raw_audio/comsan\XC548001.ogg,comsan
data/birds/raw_audio/comsan\XC548087.ogg,comsan
data/birds/raw_audio/comsan\XC548689.ogg,comsan
data/birds/raw_audio/comsan\XC548720.ogg,comsan
data/birds/raw_audio/comsan\XC550675.ogg,comsan
data/birds/raw_audio/comsan\XC551242.ogg,comsan
data/birds/raw_audio/comsan\XC551282.ogg,comsan
data/birds/raw_audio/comsan\XC552167.ogg,comsan
data/birds/raw_audio/comsan\XC552414.ogg,comsan
data/birds/raw_audio/comsan\XC552513.ogg,comsan
data/birds/raw_audio/comsan\XC552592.ogg,comsan
data/birds/raw_audio/comsan\XC552846.ogg,comsan
data/birds/raw_audio/comsan\XC553365.ogg,comsan
data/birds/raw_audio/comsan\XC553777.ogg,comsan
data/birds/raw_audio/comsan\XC554039.ogg,comsan
data/birds/raw_audio/comsan\XC554068.ogg,comsan
data/birds/raw_audio/comsan\XC554582.ogg,comsan
data/birds/raw_audio/comsan\XC554707.ogg,comsan
data/birds/raw_audio/comsan\XC554764.ogg,comsan
data/birds/raw_audio/comsan\XC554847.ogg,comsan
data/birds/raw_audio/comsan\XC555208.ogg,comsan
data/birds/raw_audio/comsan\XC555245.ogg,comsan
data/birds/raw_audio/comsan\XC555291.ogg,comsan
data/birds/raw_audio/comsan\XC556781.ogg,comsan
data/birds/raw_audio/comsan\XC556785.ogg,comsan
data/birds/raw_audio/comsan\XC556788.ogg,comsan
data/birds/raw_audio/comsan\XC556791.ogg,comsan
data/birds/raw_audio/comsan\XC556795.ogg,comsan
data/birds/raw_audio/comsan\XC556802.ogg,comsan
data/birds/raw_audio/comsan\XC556805.ogg,comsan
data/birds/raw_audio/comsan\XC557082.ogg,comsan
data/birds/raw_audio/comsan\XC557085.ogg,comsan
data/birds/raw_audio/comsan\XC557397.ogg,comsan
data/birds/raw_audio/comsan\XC557910.ogg,comsan
data/birds/raw_audio/comsan\XC558727.ogg,comsan
data/birds/raw_audio/comsan\XC559389.ogg,comsan
data/birds/raw_audio/comsan\XC559684.ogg,comsan
data/birds/raw_audio/comsan\XC559771.ogg,comsan
data/birds/raw_audio/comsan\XC559838.ogg,comsan
data/birds/raw_audio/comsan\XC56589.ogg,comsan
data/birds/raw_audio/comsan\XC569699.ogg,comsan
data/birds/raw_audio/comsan\XC569701.ogg,comsan
data/birds/raw_audio/comsan\XC569862.ogg,comsan
data/birds/raw_audio/comsan\XC571109.ogg,comsan
data/birds/raw_audio/comsan\XC571110.ogg,comsan
data/birds/raw_audio/comsan\XC571437.ogg,comsan
data/birds/raw_audio/comsan\XC573393.ogg,comsan
data/birds/raw_audio/comsan\XC574127.ogg,comsan
data/birds/raw_audio/comsan\XC574277.ogg,comsan
data/birds/raw_audio/comsan\XC574645.ogg,comsan
data/birds/raw_audio/comsan\XC575672.ogg,comsan
data/birds/raw_audio/comsan\XC576451.ogg,comsan
data/birds/raw_audio/comsan\XC577943.ogg,comsan
data/birds/raw_audio/comsan\XC577972.ogg,comsan
data/birds/raw_audio/comsan\XC578171.ogg,comsan
data/birds/raw_audio/comsan\XC578205.ogg,comsan
data/birds/raw_audio/comsan\XC578511.ogg,comsan
data/birds/raw_audio/comsan\XC578546.ogg,comsan
data/birds/raw_audio/comsan\XC578771.ogg,comsan
data/birds/raw_audio/comsan\XC578772.ogg,comsan
data/birds/raw_audio/comsan\XC579400.ogg,comsan
data/birds/raw_audio/comsan\XC579712.ogg,comsan
data/birds/raw_audio/comsan\XC580492.ogg,comsan
data/birds/raw_audio/comsan\XC580687.ogg,comsan
data/birds/raw_audio/comsan\XC580713.ogg,comsan
data/birds/raw_audio/comsan\XC580808.ogg,comsan
data/birds/raw_audio/comsan\XC581041.ogg,comsan
data/birds/raw_audio/comsan\XC581045.ogg,comsan
data/birds/raw_audio/comsan\XC581172.ogg,comsan
data/birds/raw_audio/comsan\XC581607.ogg,comsan
data/birds/raw_audio/comsan\XC581732.ogg,comsan
data/birds/raw_audio/comsan\XC582072.ogg,comsan
data/birds/raw_audio/comsan\XC582118.ogg,comsan
data/birds/raw_audio/comsan\XC582120.ogg,comsan
data/birds/raw_audio/comsan\XC582510.ogg,comsan
data/birds/raw_audio/comsan\XC582935.ogg,comsan
data/birds/raw_audio/comsan\XC582947.ogg,comsan
data/birds/raw_audio/comsan\XC583746.ogg,comsan
data/birds/raw_audio/comsan\XC584397.ogg,comsan
data/birds/raw_audio/comsan\XC584398.ogg,comsan
data/birds/raw_audio/comsan\XC584481.ogg,comsan
data/birds/raw_audio/comsan\XC584609.ogg,comsan
data/birds/raw_audio/comsan\XC584750.ogg,comsan
data/birds/raw_audio/comsan\XC585172.ogg,comsan
data/birds/raw_audio/comsan\XC585285.ogg,comsan
data/birds/raw_audio/comsan\XC585634.ogg,comsan
data/birds/raw_audio/comsan\XC586330.ogg,comsan
data/birds/raw_audio/comsan\XC586331.ogg,comsan
data/birds/raw_audio/comsan\XC586340.ogg,comsan
data/birds/raw_audio/comsan\XC586341.ogg,comsan
data/birds/raw_audio/comsan\XC586343.ogg,comsan
data/birds/raw_audio/comsan\XC587730.ogg,comsan
data/birds/raw_audio/comsan\XC587840.ogg,comsan
data/birds/raw_audio/comsan\XC587850.ogg,comsan
data/birds/raw_audio/comsan\XC588255.ogg,comsan
data/birds/raw_audio/comsan\XC588565.ogg,comsan
data/birds/raw_audio/comsan\XC588799.ogg,comsan
data/birds/raw_audio/comsan\XC588935.ogg,comsan
data/birds/raw_audio/comsan\XC589069.ogg,comsan
data/birds/raw_audio/comsan\XC589962.ogg,comsan
data/birds/raw_audio/comsan\XC590100.ogg,comsan
data/birds/raw_audio/comsan\XC594340.ogg,comsan
data/birds/raw_audio/comsan\XC594450.ogg,comsan
data/birds/raw_audio/comsan\XC597503.ogg,comsan
data/birds/raw_audio/comsan\XC600832.ogg,comsan
data/birds/raw_audio/comsan\XC603036.ogg,comsan
data/birds/raw_audio/comsan\XC605377.ogg,comsan
data/birds/raw_audio/comsan\XC606345.ogg,comsan
data/birds/raw_audio/comsan\XC607031.ogg,comsan
data/birds/raw_audio/comsan\XC614843.ogg,comsan
data/birds/raw_audio/comsan\XC619377.ogg,comsan
data/birds/raw_audio/comsan\XC621615.ogg,comsan
data/birds/raw_audio/comsan\XC621618.ogg,comsan
data/birds/raw_audio/comsan\XC628409.ogg,comsan
data/birds/raw_audio/comsan\XC629452.ogg,comsan
data/birds/raw_audio/comsan\XC631788.ogg,comsan
data/birds/raw_audio/comsan\XC632676.ogg,comsan
data/birds/raw_audio/comsan\XC635181.ogg,comsan
data/birds/raw_audio/comsan\XC636686.ogg,comsan
data/birds/raw_audio/comsan\XC636687.ogg,comsan
data/birds/raw_audio/comsan\XC636691.ogg,comsan
data/birds/raw_audio/comsan\XC636696.ogg,comsan
data/birds/raw_audio/comsan\XC637268.ogg,comsan
data/birds/raw_audio/comsan\XC638592.ogg,comsan
data/birds/raw_audio/comsan\XC639418.ogg,comsan
data/birds/raw_audio/comsan\XC642258.ogg,comsan
data/birds/raw_audio/comsan\XC642698.ogg,comsan
data/birds/raw_audio/comsan\XC643721.ogg,comsan
data/birds/raw_audio/comsan\XC643995.ogg,comsan
data/birds/raw_audio/comsan\XC644274.ogg,comsan
data/birds/raw_audio/comsan\XC644516.ogg,comsan
data/birds/raw_audio/comsan\XC644604.ogg,comsan
data/birds/raw_audio/comsan\XC644621.ogg,comsan
data/birds/raw_audio/comsan\XC644655.ogg,comsan
data/birds/raw_audio/comsan\XC645352.ogg,comsan
data/birds/raw_audio/comsan\XC646093.ogg,comsan
data/birds/raw_audio/comsan\XC646223.ogg,comsan
data/birds/raw_audio/comsan\XC646786.ogg,comsan
data/birds/raw_audio/comsan\XC647793.ogg,comsan
data/birds/raw_audio/comsan\XC648403.ogg,comsan
data/birds/raw_audio/comsan\XC648450.ogg,comsan
data/birds/raw_audio/comsan\XC650270.ogg,comsan
data/birds/raw_audio/comsan\XC650276.ogg,comsan
data/birds/raw_audio/comsan\XC653699.ogg,comsan
data/birds/raw_audio/comsan\XC653714.ogg,comsan
data/birds/raw_audio/comsan\XC655100.ogg,comsan
data/birds/raw_audio/comsan\XC658626.ogg,comsan
data/birds/raw_audio/comsan\XC659279.ogg,comsan
data/birds/raw_audio/comsan\XC660610.ogg,comsan
data/birds/raw_audio/comsan\XC662120.ogg,comsan
data/birds/raw_audio/comsan\XC662508.ogg,comsan
data/birds/raw_audio/comsan\XC663488.ogg,comsan
data/birds/raw_audio/comsan\XC663708.ogg,comsan
data/birds/raw_audio/comsan\XC663898.ogg,comsan
data/birds/raw_audio/comsan\XC663899.ogg,comsan
data/birds/raw_audio/comsan\XC663967.ogg,comsan
data/birds/raw_audio/comsan\XC663987.ogg,comsan
data/birds/raw_audio/comsan\XC664399.ogg,comsan
data/birds/raw_audio/comsan\XC665492.ogg,comsan
data/birds/raw_audio/comsan\XC665513.ogg,comsan
data/birds/raw_audio/comsan\XC665628.ogg,comsan
data/birds/raw_audio/comsan\XC665633.ogg,comsan
data/birds/raw_audio/comsan\XC666039.ogg,comsan
data/birds/raw_audio/comsan\XC666071.ogg,comsan
data/birds/raw_audio/comsan\XC666712.ogg,comsan
data/birds/raw_audio/comsan\XC667345.ogg,comsan
data/birds/raw_audio/comsan\XC667555.ogg,comsan
data/birds/raw_audio/comsan\XC667665.ogg,comsan
data/birds/raw_audio/comsan\XC667674.ogg,comsan
data/birds/raw_audio/comsan\XC667677.ogg,comsan
data/birds/raw_audio/comsan\XC667709.ogg,comsan
data/birds/raw_audio/comsan\XC667806.ogg,comsan
data/birds/raw_audio/comsan\XC667807.ogg,comsan
data/birds/raw_audio/comsan\XC667808.ogg,comsan
data/birds/raw_audio/comsan\XC667812.ogg,comsan
data/birds/raw_audio/comsan\XC667850.ogg,comsan
data/birds/raw_audio/comsan\XC667865.ogg,comsan
data/birds/raw_audio/comsan\XC668056.ogg,comsan
data/birds/raw_audio/comsan\XC668161.ogg,comsan
data/birds/raw_audio/comsan\XC668435.ogg,comsan
data/birds/raw_audio/comsan\XC668468.ogg,comsan
data/birds/raw_audio/comsan\XC668902.ogg,comsan
data/birds/raw_audio/comsan\XC668909.ogg,comsan
data/birds/raw_audio/comsan\XC669073.ogg,comsan
data/birds/raw_audio/comsan\XC669608.ogg,comsan
data/birds/raw_audio/comsan\XC669967.ogg,comsan
data/birds/raw_audio/comsan\XC670693.ogg,comsan
data/birds/raw_audio/comsan\XC671723.ogg,comsan
data/birds/raw_audio/comsan\XC672722.ogg,comsan
data/birds/raw_audio/comsan\XC673258.ogg,comsan
data/birds/raw_audio/comsan\XC673477.ogg,comsan
data/birds/raw_audio/comsan\XC674241.ogg,comsan
data/birds/raw_audio/comsan\XC674242.ogg,comsan
data/birds/raw_audio/comsan\XC674243.ogg,comsan
data/birds/raw_audio/comsan\XC674649.ogg,comsan
data/birds/raw_audio/comsan\XC675449.ogg,comsan
data/birds/raw_audio/comsan\XC675776.ogg,comsan
data/birds/raw_audio/comsan\XC676427.ogg,comsan
data/birds/raw_audio/comsan\XC676514.ogg,comsan
data/birds/raw_audio/comsan\XC677812.ogg,comsan
data/birds/raw_audio/comsan\XC677814.ogg,comsan
data/birds/raw_audio/comsan\XC678535.ogg,comsan
data/birds/raw_audio/comsan\XC680257.ogg,comsan
data/birds/raw_audio/comsan\XC681230.ogg,comsan
data/birds/raw_audio/comsan\XC683470.ogg,comsan
data/birds/raw_audio/comsan\XC685628.ogg,comsan
data/birds/raw_audio/comsan\XC686324.ogg,comsan
data/birds/raw_audio/comsan\XC686330.ogg,comsan
data/birds/raw_audio/comsan\XC686336.ogg,comsan
data/birds/raw_audio/comsan\XC686341.ogg,comsan
data/birds/raw_audio/comsan\XC686343.ogg,comsan
data/birds/raw_audio/comsan\XC686344.ogg,comsan
data/birds/raw_audio/comsan\XC686345.ogg,comsan
data/birds/raw_audio/comsan\XC686405.ogg,comsan
data/birds/raw_audio/comsan\XC689927.ogg,comsan
data/birds/raw_audio/comsan\XC691593.ogg,comsan
data/birds/raw_audio/comsan\XC691595.ogg,comsan
data/birds/raw_audio/comsan\XC695371.ogg,comsan
data/birds/raw_audio/comsan\XC698224.ogg,comsan
data/birds/raw_audio/comsan\XC699302.ogg,comsan
data/birds/raw_audio/comsan\XC699920.ogg,comsan
data/birds/raw_audio/comsan\XC716975.ogg,comsan
data/birds/raw_audio/comsan\XC716976.ogg,comsan
data/birds/raw_audio/comsan\XC719617.ogg,comsan
data/birds/raw_audio/comsan\XC720726.ogg,comsan
data/birds/raw_audio/comsan\XC721216.ogg,comsan
data/birds/raw_audio/comsan\XC721325.ogg,comsan
data/birds/raw_audio/comsan\XC722381.ogg,comsan
data/birds/raw_audio/comsan\XC724050.ogg,comsan
data/birds/raw_audio/comsan\XC724051.ogg,comsan
data/birds/raw_audio/comsan\XC724170.ogg,comsan
data/birds/raw_audio/comsan\XC725160.ogg,comsan
data/birds/raw_audio/comsan\XC725341.ogg,comsan
data/birds/raw_audio/comsan\XC725660.ogg,comsan
data/birds/raw_audio/comsan\XC727049.ogg,comsan
data/birds/raw_audio/comsan\XC732078.ogg,comsan
data/birds/raw_audio/comsan\XC734437.ogg,comsan
data/birds/raw_audio/comsan\XC735660.ogg,comsan
data/birds/raw_audio/comsan\XC735661.ogg,comsan
data/birds/raw_audio/comsan\XC736199.ogg,comsan
data/birds/raw_audio/comsan\XC736404.ogg,comsan
data/birds/raw_audio/comsan\XC736684.ogg,comsan
data/birds/raw_audio/comsan\XC736942.ogg,comsan
data/birds/raw_audio/comsan\XC738112.ogg,comsan
data/birds/raw_audio/comsan\XC738113.ogg,comsan
data/birds/raw_audio/comsan\XC738502.ogg,comsan
data/birds/raw_audio/comsan\XC738503.ogg,comsan
data/birds/raw_audio/comsan\XC738822.ogg,comsan
data/birds/raw_audio/comsan\XC738993.ogg,comsan
data/birds/raw_audio/comsan\XC739022.ogg,comsan
data/birds/raw_audio/comsan\XC740251.ogg,comsan
data/birds/raw_audio/comsan\XC740418.ogg,comsan
data/birds/raw_audio/comsan\XC741300.ogg,comsan
data/birds/raw_audio/comsan\XC741448.ogg,comsan
data/birds/raw_audio/comsan\XC741572.ogg,comsan
data/birds/raw_audio/comsan\XC743065.ogg,comsan
data/birds/raw_audio/comsan\XC743066.ogg,comsan
data/birds/raw_audio/comsan\XC743707.ogg,comsan
data/birds/raw_audio/comsan\XC743776.ogg,comsan
data/birds/raw_audio/comsan\XC743779.ogg,comsan
data/birds/raw_audio/comsan\XC744929.ogg,comsan
data/birds/raw_audio/comsan\XC744944.ogg,comsan
data/birds/raw_audio/comsan\XC745494.ogg,comsan
data/birds/raw_audio/comsan\XC746901.ogg,comsan
data/birds/raw_audio/comsan\XC746957.ogg,comsan
data/birds/raw_audio/comsan\XC747335.ogg,comsan
data/birds/raw_audio/comsan\XC747414.ogg,comsan
data/birds/raw_audio/comsan\XC750313.ogg,comsan
data/birds/raw_audio/comsan\XC751136.ogg,comsan
data/birds/raw_audio/comsan\XC754437.ogg,comsan
data/birds/raw_audio/comsan\XC754445.ogg,comsan
data/birds/raw_audio/comsan\XC755211.ogg,comsan
data/birds/raw_audio/comsan\XC755976.ogg,comsan
data/birds/raw_audio/comsan\XC757333.ogg,comsan
data/birds/raw_audio/comsan\XC760730.ogg,comsan
data/birds/raw_audio/comsan\XC764252.ogg,comsan
data/birds/raw_audio/comsan\XC764532.ogg,comsan
data/birds/raw_audio/comsan\XC764652.ogg,comsan
data/birds/raw_audio/comsan\XC765635.ogg,comsan
data/birds/raw_audio/comsan\XC766579.ogg,comsan
data/birds/raw_audio/comsan\XC769759.ogg,comsan
data/birds/raw_audio/comsan\XC769991.ogg,comsan
data/birds/raw_audio/comsan\XC774651.ogg,comsan
data/birds/raw_audio/comsan\XC789568.ogg,comsan
data/birds/raw_audio/comsan\XC794485.ogg,comsan
data/birds/raw_audio/comsan\XC794971.ogg,comsan
data/birds/raw_audio/comsan\XC795643.ogg,comsan
data/birds/raw_audio/comsan\XC795668.ogg,comsan
data/birds/raw_audio/comsan\XC795774.ogg,comsan
data/birds/raw_audio/comsan\XC795992.ogg,comsan
data/birds/raw_audio/comsan\XC796316.ogg,comsan
data/birds/raw_audio/comsan\XC797067.ogg,comsan
data/birds/raw_audio/comsan\XC798210.ogg,comsan
data/birds/raw_audio/comsan\XC798224.ogg,comsan
data/birds/raw_audio/comsan\XC798345.ogg,comsan
data/birds/raw_audio/comsan\XC798523.ogg,comsan
data/birds/raw_audio/comsan\XC798794.ogg,comsan
data/birds/raw_audio/comsan\XC798923.ogg,comsan
data/birds/raw_audio/comsan\XC798969.ogg,comsan
data/birds/raw_audio/comsan\XC799057.ogg,comsan
data/birds/raw_audio/comsan\XC799076.ogg,comsan
data/birds/raw_audio/comsan\XC800183.ogg,comsan
data/birds/raw_audio/comsan\XC801188.ogg,comsan
data/birds/raw_audio/comsan\XC801600.ogg,comsan
data/birds/raw_audio/comsan\XC802129.ogg,comsan
data/birds/raw_audio/comsan\XC802492.ogg,comsan
data/birds/raw_audio/comsan\XC804670.ogg,comsan
data/birds/raw_audio/comsan\XC805096.ogg,comsan
data/birds/raw_audio/comsan\XC807233.ogg,comsan
data/birds/raw_audio/comsan\XC808867.ogg,comsan
data/birds/raw_audio/comsan\XC809526.ogg,comsan
data/birds/raw_audio/comsan\XC814947.ogg,comsan
data/birds/raw_audio/comsan\XC815389.ogg,comsan
data/birds/raw_audio/comsan\XC817178.ogg,comsan
data/birds/raw_audio/comsan\XC817342.ogg,comsan
data/birds/raw_audio/comsan\XC817696.ogg,comsan
data/birds/raw_audio/comsan\XC818796.ogg,comsan
data/birds/raw_audio/comsan\XC819488.ogg,comsan
data/birds/raw_audio/comsan\XC819745.ogg,comsan
data/birds/raw_audio/comsan\XC821436.ogg,comsan
data/birds/raw_audio/comsan\XC821518.ogg,comsan
data/birds/raw_audio/comsan\XC822530.ogg,comsan
data/birds/raw_audio/comsan\XC822531.ogg,comsan
data/birds/raw_audio/comsan\XC822532.ogg,comsan
data/birds/raw_audio/comsan\XC822533.ogg,comsan
data/birds/raw_audio/comsan\XC822668.ogg,comsan
data/birds/raw_audio/comsan\XC823117.ogg,comsan
data/birds/raw_audio/comsan\XC823308.ogg,comsan
data/birds/raw_audio/comsan\XC823388.ogg,comsan
data/birds/raw_audio/comsan\XC823822.ogg,comsan
data/birds/raw_audio/comsan\XC824136.ogg,comsan
data/birds/raw_audio/comsan\XC824403.ogg,comsan
data/birds/raw_audio/comsan\XC824476.ogg,comsan
data/birds/raw_audio/comsan\XC824783.ogg,comsan
data/birds/raw_audio/comsan\XC825732.ogg,comsan
data/birds/raw_audio/comsan\XC828491.ogg,comsan
data/birds/raw_audio/comsan\XC828845.ogg,comsan
data/birds/raw_audio/comsan\XC829353.ogg,comsan
data/birds/raw_audio/comsan\XC829354.ogg,comsan
data/birds/raw_audio/comsan\XC829389.ogg,comsan
data/birds/raw_audio/comsan\XC830235.ogg,comsan
data/birds/raw_audio/comsan\XC830855.ogg,comsan
data/birds/raw_audio/comsan\XC830859.ogg,comsan
data/birds/raw_audio/comsan\XC831024.ogg,comsan
data/birds/raw_audio/comsan\XC831318.ogg,comsan
data/birds/raw_audio/comsan\XC831688.ogg,comsan
data/birds/raw_audio/comsan\XC831851.ogg,comsan
data/birds/raw_audio/comsan\XC832273.ogg,comsan
data/birds/raw_audio/comsan\XC833512.ogg,comsan
data/birds/raw_audio/comsan\XC834283.ogg,comsan
data/birds/raw_audio/comsan\XC835748.ogg,comsan
